"strain","ST","meropenem_MIC","meropenem.RSI.","Country","Latitude","Longitude","Year","Month","Day","meropenem_MIC_clean"
"ERR1541441","ST940","0.12","S","Turkey",40.7655446,29.9397065,2014,2,19,0.12
"ERR1541442","ST29","≤0.06","S","Turkey",40.7655446,29.9397065,2014,3,9,0.06
"ERR1541443","ST219","≤0.06","S","Turkey",40.7655446,29.9397065,2014,3,14,0.06
"ERR1541444","ST37","≤0.06","S","Turkey",40.7655446,29.9397065,2014,4,25,0.06
"ERR1541446","ST525","32","R","Turkey",40.9847981,29.3482646,2014,1,8,32
"ERR1541447","ST525",">32","R","Turkey",40.9847981,29.3482646,2014,2,20,48
"ERR1541449","ST525",">32","R","Turkey",40.9847981,29.3482646,2014,1,16,48
"ERR1541450","ST525","1","S","Turkey",40.9847981,29.3482646,2014,1,17,1
"ERR1541452","ST101","32","R","Turkey",40.9847981,29.3482646,2014,1,23,32
"ERR1541455","ST111","≤0.06","S","Turkey",40.9847981,29.3482646,2014,2,13,0.06
"ERR1541456","ST36","≤0.06","S","Turkey",40.9847981,29.3482646,2014,2,20,0.06
"ERR1541457","ST504","≤0.06","S","Turkey",40.9847981,29.3482646,2014,1,16,0.06
"ERR1541459","ST551","≤0.06","S","Turkey",40.9847981,29.3482646,2014,1,19,0.06
"ERR1541461","ST105","≤0.06","S","Turkey",40.9847981,29.3482646,2014,1,8,0.06
"ERR1541464","ST1193","≤0.06","S","Turkey",39.967446,32.8362329,2014,2,4,0.06
"ERR1541470","ST23","1","S","Turkey",41.3684,36.209867,2013,12,9,1
"ERR1541472","ST23","≤0.06","S","Turkey",41.3684,36.209867,2013,11,30,0.06
"ERR1541474","ST3003","0.12","S","Turkey",41.3684,36.209867,2014,1,13,0.12
"ERR1541478","ST45","≤0.06","S","Turkey",41.3684,36.209867,2013,12,9,0.06
"ERR1541479","ST36","≤0.06","S","Turkey",41.3684,36.209867,2013,12,9,0.06
"ERR1541483","ST36","≤0.06","S","Turkey",41.3684,36.209867,2013,12,18,0.06
"ERR1541484","ST107","4","I","Turkey",40.996514,39.768208,2013,11,4,4
"ERR1541493","ST1207","0.12","S","Turkey",40.996514,39.768208,2013,12,9,0.12
"ERR1541499","ST17","≤0.06","S","Turkey",40.996514,39.768208,2013,11,6,0.06
"ERR1541502","ST45","≤0.06","S","Turkey",38.568323,43.2833018,2013,10,31,0.06
"ERR1541503","ST45","2","S","Turkey",38.568323,43.2833018,2013,11,5,2
"ERR1541504","ST307","4","I","Turkey",38.568323,43.2833018,2013,11,14,4
"ERR1541506","ST985","≤0.06","S","Turkey",38.568323,43.2833018,2014,5,8,0.06
"ERR1541507","ST1634","≤0.06","S","Turkey",38.568323,43.2833018,2014,5,8,0.06
"ERR1541508","ST882","≤0.06","S","Turkey",38.568323,43.2833018,2013,11,16,0.06
"ERR1541509","ST101","0.5","S","Turkey",41.00527,28.97696,2014,4,2,0.5
"ERR1541511","ST15",">32","R","Turkey",41.00527,28.97696,2013,11,8,48
"ERR1541513","ST101",">32","R","Turkey",41.00527,28.97696,2013,11,5,48
"ERR1541518","ST14","≤0.06","S","Turkey",41.00527,28.97696,2013,9,7,0.06
"ERR1541519","ST45","≤0.06","S","Turkey",41.00527,28.97696,2013,11,8,0.06
"ERR1541520","ST985","≤0.06","S","Turkey",41.00527,28.97696,2013,11,5,0.06
"ERR1541521","ST25","≤0.06","S","Turkey",41.00527,28.97696,2014,4,13,0.06
"ERR1541525","ST101","16","R","Turkey",38.393269,27.0247601,2013,10,2,16
"ERR1541535","ST147","≤0.06","S","Turkey",38.393269,27.0247601,2013,9,11,0.06
"ERR1541536","ST353","≤0.06","S","Turkey",38.393269,27.0247601,2013,9,12,0.06
"ERR1541537","ST101","≤0.06","S","Turkey",38.393269,27.0247601,2013,9,13,0.06
"ERR1541538","ST188","≤0.06","S","Turkey",38.393269,27.0247601,2013,9,15,0.06
"ERR1541539","ST185","0.25","S","Turkey",38.393269,27.0247601,2013,9,21,0.25
"ERR1541540","ST14","≤0.06","S","Turkey",38.393269,27.0247601,2013,9,22,0.06
"ERR1541541","ST882","≤0.06","S","Turkey",38.393269,27.0247601,2013,9,26,0.06
"ERR1541542","ST111","≤0.06","S","Austria",47.2301548,9.5808176,2014,1,28,0.06
"ERR1541543","ST392","4","I","Austria",46.6358616,14.3089696,2013,12,26,4
"ERR1541544","ST11","0.25","S","Poland",51.142,17.0661,2014,3,10,0.25
"ERR1541545","ST45","≤0.06","S","Poland",54.1195,22.9254,2014,1,7,0.06
"ERR1541546","ST152","≤0.06","S","Poland",52.4032,16.9354,2013,11,13,0.06
"ERR1541547","ST152","≤0.06","S","Poland",52.4032,16.9354,2014,1,23,0.06
"ERR1541548","ST11","1","S","France",44.7847737,-0.6630826,2014,1,2,1
"ERR1541549","ST11","4","I","Slovakia",48.743212,19.117908,2013,12,16,4
"ERR1541550","ST11","0.12","S","Slovakia",48.743212,19.117908,2014,1,2,0.12
"ERR1541551","ST11","2","S","Slovakia",48.155065,17.152201,2014,1,24,2
"ERR1541553","ST11","0.5","S","Slovakia",48.166374,17.087154,2014,1,15,0.5
"ERR1541554","ST405","2","S","Czech Republic",50.072284,14.3438228,2014,2,10,2
"ERR1541556","ST14","0.12","S","Czech Republic",50.072284,14.3438228,2014,3,24,0.12
"ERR1541557","ST11","4","I","Czech Republic",48.9608038,14.4693992,2013,12,31,4
"ERR1541559","ST11","0.12","S","Czech Republic",50.2004274,15.8269539,2014,3,5,0.12
"ERR1541562","ST1243","≤0.06","S","Lithuania",54.5668601,23.3468806,2014,1,15,0.06
"ERR1541563","ST86","1","S","Lithuania",54.709866,25.3155939,2013,11,11,1
"ERR1541564","ST512","32","R","Israel",32.80362,34.986711,2013,12,3,32
"ERR1541566","ST186","≤0.06","S","Italy",43.6082045,13.455575,2013,11,16,0.06
"ERR1541567","ST512","0.25","S","Italy",41.4568925,15.5236318,2013,11,11,0.25
"ERR1541568","ST512",">32","R","Italy",41.4568925,15.5236318,2013,11,13,48
"ERR1541569","ST896","≤0.06","S","Italy",41.4568925,15.5236318,2013,11,12,0.06
"ERR1541570","ST512",">32","R","Italy",41.4568925,15.5236318,2013,11,17,48
"ERR1541571","ST35","≤0.06","S","Italy",45.1193476,7.7061494,2013,12,2,0.06
